name,id,cmc,type,subtype,text,power,toughness
"Muxus, Goblin Grandee",684,6,LegendaryCreature,GoblinNoble,"When Muxus, Goblin Grandee enters the battlefield, reveal the top six cards of your library. Put all Goblin creature cards with converted mana cost 5 or less from among them onto the battlefield and the rest on the bottom of your library in a random order. Whenever Muxus attacks, it gets +1/+1 until end of turn for each other Goblin you control.",4,4
Murasa,685,0,Plane,Zendikar,"Whenever a nontoken creature enters the battlefield, its controller may search their library for a basic land card, put it onto the battlefield tapped, then shuffle their library. Whenever you roll {CHAOS}, target land becomes a 4/4 creature that's still a land.",-999,-999
"Teferi, Temporal Archmage",686,6,LegendaryPlaneswalker,Teferi,"+1: Look at the top two cards of your library. Put one of them into your hand and the other on the bottom of your library. −1: Untap up to four target permanents. −10: You get an emblem with ""You may activate loyalty abilities of planeswalkers you control on any player's turn any time you could cast an instant."" Teferi, Temporal Archmage can be your commander.",-999,-999
Mercurial Pretender,687,5,Creature,Shapeshifter,"You may have Mercurial Pretender enter the battlefield as a copy of a creature you control, except it has ""{2}{U}{U}: Return this creature to its owner's hand.""",0,0
Master of Waves,688,4,Creature,MerfolkWizard,"Protection from red Elemental creatures you control get +1/+1. When Master of Waves enters the battlefield, create a number of 1/0 blue Elemental creature tokens equal to your devotion to blue. (Each {U} in the mana costs of permanents you control counts toward your devotion to blue.)",2,1
Recuperate,689,4,Instant,None,Choose one — • You gain 6 life. • Prevent the next 6 damage that would be dealt to target creature this turn.,-999,-999
Avatar of Growth,690,6,Creature,ElementalAvatar,"This spell costs {1} less to cast for each opponent you have. Trample When Avatar of Growth enters the battlefield, each player searches their library for up to two basic land cards, puts them onto the battlefield, then shuffles their library.",4,4
Acquisitions Expert,691,2,Creature,HumanRogue,"When Acquisitions Expert enters the battlefield, target opponent reveals a number of cards from their hand equal to the number of creatures in your party. You choose one of those cards. That player discards that card. (Your party consists of up to one each of Cleric, Rogue, Warrior, and Wizard.)",1,2
Squirrel-Powered Scheme,692,3,Enchantment,None,Increase the result of each die you roll by 2.,-999,-999
Angel of Fury,693,6,Creature,Angel,"Flying When Angel of Fury dies, you may shuffle it into its owner's library.",3,5
Human Warrior,694,0,TokenCreature,HumanWarrior,"Trample, haste",3,1
Ill-Tempered Cyclops,695,4,Creature,Cyclops,"Trample {5}{R}: Monstrosity 3. (If this creature isn't monstrous, put three +1/+1 counters on it and it becomes monstrous.)",3,3
Torch Gauntlet,696,2,Artifact,Equipment,Equipped creature gets +2/+0. Equip {2} ({2}: Attach to target creature you control. Equip only as a sorcery.),-999,-999
Ghost of Ramirez DePietro,697,3,LegendaryCreature,PirateSpirit,"Ghost of Ramirez DePietro can't be blocked by creatures with toughness 3 or greater. Whenever Ghost of Ramirez DePietro deals combat damage to a player, choose up to one target card in a graveyard that was discarded or put there from a library this turn. Put that card into its owner's hand. Partner (You can have two commanders if both have partner.)",2,3
Desecrated Tomb,698,3,Artifact,None,"Whenever one or more creature cards leave your graveyard, create a 1/1 black Bat creature token with flying.",-999,-999
Viridian Lorebearers,699,4,Creature,ElfShaman,"{3}{G}, {T}: Target creature gets +X/+X until end of turn, where X is the number of artifacts your opponents control.",3,3
Mist-Syndicate Naga,700,3,Creature,NagaNinja,"Ninjutsu {2}{U} ({2}{U}, Return an unblocked attacker you control to hand: Put this card onto the battlefield from your hand tapped and attacking.) Whenever Mist-Syndicate Naga deals combat damage to a player, create a token that's a copy of Mist-Syndicate Naga.",3,1
Wall of Reverence,701,4,Creature,SpiritWall,"Defender, flying At the beginning of your end step, you may gain life equal to the power of target creature you control.",1,6
Subtle Strike,702,2,Instant,None,Choose one or both — • Target creature gets -1/-1 until end of turn. • Put a +1/+1 counter on target creature.,-999,-999
Aerial Toastmaster,703,4,ArtifactCreature,CyborgRigger,"Flying {3}{W}, Sacrifice another artifact: Aerial Toastmaster assembles a Contraption. (Put the top card of your Contraption deck face up onto one of your sprockets.)",3,2
Infiltrate,704,1,Instant,None,Target creature can't be blocked this turn.,-999,-999
Stenchskipper,705,4,Creature,Elemental,"Flying At the beginning of the end step, if you control no Goblins, sacrifice Stenchskipper.",6,5
Orochi Leafcaller,706,1,Creature,SnakeShaman,{G}: Add one mana of any color.,1,1
Goblin // Soldier,707,0,TokenCreature,Goblin//TokenCreature,None,-999,-999
Shower of Coals,708,5,Sorcery,None,Shower of Coals deals 2 damage to each of up to three targets. Threshold — Shower of Coals deals 4 damage to each of those permanents and/or players instead if seven or more cards are in your graveyard.,-999,-999
Muddle the Mixture,709,2,Instant,None,"Counter target instant or sorcery spell. Transmute {1}{U}{U} ({1}{U}{U}, Discard this card: Search your library for a card with the same converted mana cost as this card, reveal it, and put it into your hand. Then shuffle your library. Transmute only as a sorcery.)",-999,-999
Gideon's Company,710,4,Creature,HumanSoldier,"Whenever you gain life, put two +1/+1 counters on Gideon's Company. {3}{W}: Put a loyalty counter on target Gideon planeswalker.",3,3
Death Frenzy,711,5,Sorcery,None,"All creatures get -2/-2 until end of turn. Whenever a creature dies this turn, you gain 1 life.",-999,-999
Mana Geode,712,3,Artifact,None,"When Mana Geode enters the battlefield, scry 1. {T}: Add one mana of any color.",-999,-999
Treasure Mage,713,3,Creature,HumanWizard,"When Treasure Mage enters the battlefield, you may search your library for an artifact card with converted mana cost 6 or greater, reveal it, put it into your hand, then shuffle your library.",2,2
Blinkmoth Urn,714,5,Artifact,None,"At the beginning of each player's precombat main phase, if Blinkmoth Urn is untapped, that player adds {C} for each artifact they control.",-999,-999
Savage Firecat,715,5,Creature,ElementalCat,"Trample Savage Firecat enters the battlefield with seven +1/+1 counters on it. Whenever you tap a land for mana, remove a +1/+1 counter from Savage Firecat.",0,0
Renegade Doppelganger,716,2,Creature,Shapeshifter,"Whenever another creature enters the battlefield under your control, you may have Renegade Doppelganger become a copy of that creature until end of turn. (If it does, it loses this ability for the rest of the turn.)",0,1
Transcantation,717,2,Instant,None,Target instant or sorcery spell becomes a copy of Lightning Bolt. Its controller may choose new targets for it.,-999,-999
Assert Authority,718,7,Instant,None,"Affinity for artifacts (This spell costs {1} less to cast for each artifact you control.) Counter target spell. If that spell is countered this way, exile it instead of putting it into its owner's graveyard.",-999,-999
Labro Bot,719,5,ArtifactHostCreature,Dog,"When this creature enters the battlefield, return target host card or card with augment from your graveyard to your hand.",3,3
Blast from the Past,720,3,Instant,None,"Madness {R}, cycling {1}{R}, kicker {2}{R}, flashback {3}{R}, buyback {4}{R} Blast from the Past deals 2 damage to any target. If this spell was kicked, create a 1/1 red Goblin creature token.",-999,-999
Chain Reaction,721,4,Sorcery,None,"Chain Reaction deals X damage to each creature, where X is the number of creatures on the battlefield.",-999,-999
Assure // Assemble,722,8,Instant // Instant,None,None,-999,-999
Ephara's Radiance,723,1,Enchantment,Aura,"Enchant creature Enchanted creature has ""{1}{W}, {T}: You gain 3 life.""",-999,-999
Omen of the Sun,724,3,Enchantment,None,"Flash When Omen of the Sun enters the battlefield, create two 1/1 white Human Soldier creature tokens and you gain 2 life. {2}{W}, Sacrifice Omen of the Sun: Scry 2.",-999,-999
Scout the Borders,725,3,Sorcery,None,Reveal the top five cards of your library. You may put a creature or land card from among them into your hand. Put the rest into your graveyard.,-999,-999
Rest in Peace,726,2,Enchantment,None,"When Rest in Peace enters the battlefield, exile all cards from all graveyards. If a card or token would be put into a graveyard from anywhere, exile it instead.",-999,-999
Draconian Cylix,727,3,Artifact,None,"{2}, {T}, Discard a card at random: Regenerate target creature.",-999,-999
Chaoslace,728,1,Instant,None,Target spell or permanent becomes red. (Its mana symbols remain unchanged.),-999,-999
Nalathni Dragon,729,4,Creature,Dragon,"Flying; banding (Any creatures with banding, and up to one without, can attack in a band. Bands are blocked as a group. If any creatures with banding you control are blocking or being blocked by a creature, you divide that creature's combat damage, not its controller, among any of the creatures it's being blocked by or is blocking.) {R}: Nalathni Dragon gets +1/+0 until end of turn. If this ability has been activated four or more times this turn, sacrifice Nalathni Dragon at the beginning of the next end step.",1,1
Maul of the Skyclaves,730,3,Artifact,Equipment,"When Maul of the Skyclaves enters the battlefield, attach it to target creature you control. Equipped creature gets +2/+2 and has flying and first strike. Equip {2}{W}{W}",-999,-999
Shrieking Mogg,731,2,Creature,Goblin,"Haste When Shrieking Mogg enters the battlefield, tap all other creatures.",1,1
"Skullbriar, the Walking Grave",732,2,LegendaryCreature,ZombieElemental,"Haste Whenever Skullbriar, the Walking Grave deals combat damage to a player, put a +1/+1 counter on it. Counters remain on Skullbriar as it moves to any zone other than a player's hand or library.",1,1
Hammer Dropper,733,4,Creature,GiantSoldier,"Mentor (Whenever this creature attacks, put a +1/+1 counter on target attacking creature with lesser power.)",5,2
Incubator Drone,734,4,Creature,EldraziDrone,"Devoid (This card has no color.) When Incubator Drone enters the battlefield, create a 1/1 colorless Eldrazi Scion creature token. It has ""Sacrifice this creature: Add {C}.""",2,3
Counterbalance,735,2,Enchantment,None,"Whenever an opponent casts a spell, you may reveal the top card of your library. If you do, counter that spell if it has the same converted mana cost as the revealed card.",-999,-999
Spare Supplies,736,2,Artifact,None,"Spare Supplies enters the battlefield tapped. When Spare Supplies enters the battlefield, draw a card. {2}, {T}, Sacrifice Spare Supplies: Draw a card.",-999,-999
Sandstone Bridge,737,0,Land,None,"Sandstone Bridge enters the battlefield tapped. When Sandstone Bridge enters the battlefield, target creature gets +1/+1 and gains vigilance until end of turn. {T}: Add {W}.",-999,-999
Command Tower,738,0,Land,None,{T}: Add one mana of any color in your commander's color identity.,-999,-999
